time,x,y,z
9.119119,-2.787963,-1.705161,0.023152
9.129129,-2.770969,-1.736429,0.023187
9.139139,-2.753664,-1.767588,0.023223
9.149149,-2.736047,-1.798634,0.023261
9.159159,-2.718121,-1.829564,0.023299
9.169169,-2.699886,-1.860375,0.023338
9.179179,-2.681344,-1.891064,0.023378
9.189189,-2.662496,-1.921627,0.023419
9.199199,-2.643342,-1.952060,0.023461
9.209209,-2.623886,-1.982361,0.023504
9.219219,-2.604126,-2.012527,0.023549
9.229229,-2.584067,-2.042553,0.023594
9.239239,-2.563707,-2.072437,0.023640
9.249249,-2.543050,-2.102175,0.023687
9.259259,-2.522096,-2.131765,0.023735
9.269269,-2.500848,-2.161202,0.023784
9.279279,-2.479306,-2.190484,0.023834
9.289289,-2.457472,-2.219608,0.023885
9.299299,-2.435348,-2.248569,0.023937
9.309309,-2.412935,-2.277366,0.023990
9.319319,-2.390236,-2.305994,0.024045
9.329329,-2.367251,-2.334450,0.024100
9.339339,-2.343983,-2.362732,0.024156
9.349349,-2.320434,-2.390836,0.024214
9.359359,-2.296604,-2.418759,0.024272
9.369369,-2.272496,-2.446498,0.024332
9.379379,-2.248113,-2.474049,0.024393
9.389389,-2.223455,-2.501410,0.024455
9.399399,-2.198525,-2.528578,0.024518
9.409409,-2.173324,-2.555548,0.024582
9.419419,-2.147855,-2.582319,0.024647
9.429429,-2.122120,-2.608887,0.024713
9.439439,-2.096121,-2.635249,0.024781
9.449449,-2.069859,-2.661402,0.024850
9.459459,-2.043338,-2.687343,0.024919
9.469469,-2.016558,-2.713069,0.024990
9.479479,-1.989523,-2.738576,0.025063
9.489489,-1.962234,-2.763863,0.025136
9.499499,-1.934695,-2.788926,0.025211
9.509510,-1.906906,-2.813762,0.025287
9.519520,-1.878870,-2.838368,0.025364
9.529530,-1.850590,-2.862741,0.025442
9.539540,-1.822068,-2.886878,0.025522
9.549550,-1.793306,-2.910777,0.025603
9.559560,-1.764308,-2.934434,0.025685
9.569570,-1.735074,-2.957847,0.025769
9.579580,-1.705608,-2.981012,0.025854
9.589590,-1.675912,-3.003928,0.025940
9.599600,-1.645990,-3.026591,0.026027
9.609610,-1.615842,-3.048998,0.026116
9.619620,-1.585472,-3.071147,0.026206
9.629630,-1.554883,-3.093035,0.026298
9.639640,-1.524077,-3.114660,0.026391
9.649650,-1.493057,-3.136018,0.026485
9.659660,-1.461825,-3.157107,0.026581
9.669670,-1.430384,-3.177924,0.026678
9.679680,-1.398738,-3.198466,0.026776
9.689690,-1.366888,-3.218732,0.026876
9.699700,-1.334838,-3.238719,0.026978
9.709710,-1.302590,-3.258423,0.027081
9.719720,-1.270147,-3.277842,0.027185
9.729730,-1.237513,-3.296975,0.027291
9.739740,-1.204689,-3.315818,0.027399
9.749750,-1.171679,-3.334368,0.027508
9.759760,-1.138487,-3.352625,0.027619
9.769770,-1.105114,-3.370584,0.027731
9.779780,-1.071564,-3.388244,0.027845
9.789790,-1.037840,-3.405602,0.027960
9.799800,-1.003944,-3.422657,0.028077
9.809810,-0.969881,-3.439405,0.028196
9.819820,-0.935653,-3.455845,0.028316
9.829830,-0.901263,-3.471973,0.028438
9.839840,-0.866714,-3.487789,0.028562
9.849850,-0.832010,-3.503289,0.028687
9.859860,-0.797154,-3.518472,0.028814
9.869870,-0.762148,-3.533336,0.028943
9.879880,-0.726997,-3.547877,0.029074
9.889890,-0.691703,-3.562095,0.029206
9.899900,-0.656269,-3.575987,0.029341
9.909910,-0.620700,-3.589551,0.029477
9.919920,-0.584998,-3.602785,0.029615
9.929930,-0.549166,-3.615688,0.029754
9.939940,-0.513208,-3.628256,0.029896
9.949950,-0.477128,-3.640489,0.030040
9.959960,-0.440928,-3.652384,0.030185
9.969970,-0.404613,-3.663940,0.030333
9.979980,-0.368184,-3.675155,0.030482
9.989990,-0.331647,-3.686026,0.030634
10.000000,-0.295005,-3.696552,0.030787
